Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Attribute35,Attribute36,Attribute37,Attribute38,Attribute39,Attribute40,Attribute41,Attribute42,Attribute43,Attribute44,Attribute45,Attribute46,Attribute47,Attribute48,Attribute49,Attribute50,Attribute51,Attribute52,Attribute53,Attribute54,Attribute55,Attribute56,Attribute57,Attribute58,Attribute59,Attribute60,Attribute61,Attribute62,Attribute63,Attribute64,target
0.0,1.0,7.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,14.0,1.0,0.0,0.0,0.0,5.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,14.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,15.0,2.0,0.0,0.0,1.0,8.0,12.0,10.0,8.0,0.0,0.0,-1
0.0,0.0,4.0,14.0,13.0,4.0,0.0,0.0,0.0,0.0,13.0,14.0,6.0,15.0,0.0,0.0,0.0,0.0,4.0,15.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,15.0,4.0,15.0,3.0,0.0,0.0,0.0,15.0,8.0,4.0,14.0,7.0,0.0,0.0,0.0,4.0,13.0,13.0,12.0,2.0,0.0,1
0.0,0.0,6.0,13.0,12.0,4.0,0.0,0.0,0.0,2.0,16.0,9.0,12.0,13.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,4.0,9.0,5.0,10.0,13.0,0.0,0.0,0.0,7.0,12.0,13.0,12.0,5.0,0.0,-1
0.0,1.0,15.0,16.0,14.0,2.0,0.0,0.0,0.0,1.0,11.0,12.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,15.0,16.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,14.0,4.0,0.0,0.0,0.0,5.0,16.0,12.0,16.0,7.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,11.0,16.0,13.0,12.0,3.0,0.0,0.0,3.0,16.0,11.0,8.0,8.0,1.0,0.0,0.0,5.0,16.0,9.0,9.0,1.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,6.0,11.0,3.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,10.0,14.0,11.0,16.0,0.0,0.0,0.0,0.0,9.0,12.0,12.0,6.0,0.0,0.0,-1
0.0,0.0,4.0,6.0,14.0,14.0,1.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,5.0,0.0,0.0,3.0,16.0,7.0,3.0,12.0,8.0,0.0,0.0,4.0,16.0,0.0,0.0,9.0,8.0,0.0,0.0,4.0,16.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,15.0,1.0,1.0,13.0,7.0,0.0,0.0,0.0,14.0,13.0,15.0,12.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,4.0,0.0,0.0,-1
0.0,0.0,5.0,15.0,12.0,2.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,12.0,16.0,13.0,3.0,0.0,0.0,-1
0.0,1.0,13.0,14.0,6.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,15.0,4.0,0.0,0.0,0.0,2.0,16.0,8.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,9.0,6.0,4.0,0.0,0.0,2.0,11.0,12.0,12.0,12.0,12.0,0.0,-1
0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,5.0,7.0,14.0,0.0,0.0,3.0,16.0,16.0,13.0,16.0,13.0,0.0,0.0,1.0,7.0,9.0,15.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,0.0,0.0,-1
0.0,0.0,0.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,4.0,6.0,0.0,0.0,8.0,16.0,3.0,2.0,16.0,10.0,0.0,2.0,16.0,16.0,16.0,15.0,16.0,2.0,0.0,1.0,4.0,7.0,11.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,4.0,0.0,0.0,-1
0.0,0.0,8.0,15.0,11.0,4.0,0.0,0.0,0.0,7.0,15.0,13.0,14.0,16.0,2.0,0.0,0.0,8.0,14.0,0.0,10.0,16.0,4.0,0.0,0.0,0.0,14.0,15.0,16.0,12.0,1.0,0.0,0.0,0.0,9.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,15.0,3.0,0.0,0.0,1
0.0,0.0,9.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,10.0,4.0,0.0,0.0,-1
0.0,0.0,7.0,12.0,14.0,7.0,0.0,0.0,0.0,0.0,12.0,11.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0,12.0,15.0,15.0,6.0,0.0,0.0,0.0,0.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,3.0,14.0,13.0,2.0,0.0,0.0,0.0,0.0,16.0,14.0,14.0,11.0,0.0,0.0,0.0,7.0,15.0,2.0,1.0,16.0,1.0,0.0,0.0,5.0,12.0,0.0,0.0,12.0,8.0,0.0,0.0,8.0,10.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,15.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,11.0,10.0,7.0,15.0,6.0,0.0,0.0,0.0,3.0,12.0,16.0,11.0,1.0,0.0,-1
0.0,1.0,14.0,13.0,9.0,2.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,14.0,2.0,0.0,0.0,0.0,14.0,10.0,3.0,16.0,3.0,0.0,0.0,0.0,5.0,15.0,14.0,13.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,3.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,8.0,0.0,0.0,0.0,0.0,12.0,12.0,9.0,2.0,0.0,0.0,1
0.0,0.0,9.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,13.0,7.0,0.0,0.0,0.0,4.0,15.0,12.0,16.0,16.0,5.0,0.0,0.0,4.0,12.0,7.0,8.0,14.0,8.0,0.0,0.0,7.0,12.0,0.0,0.0,12.0,8.0,0.0,0.0,5.0,13.0,0.0,0.0,13.0,8.0,0.0,0.0,2.0,16.0,12.0,15.0,16.0,5.0,0.0,0.0,0.0,9.0,14.0,12.0,8.0,0.0,0.0,-1
0.0,0.0,8.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,15.0,14.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,3.0,9.0,8.0,15.0,11.0,0.0,0.0,0.0,6.0,16.0,14.0,7.0,1.0,0.0,-1
0.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,3.0,3.0,1.0,0.0,0.0,1.0,14.0,11.0,4.0,16.0,7.0,0.0,1.0,12.0,16.0,14.0,14.0,16.0,2.0,0.0,1.0,11.0,12.0,14.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,5.0,0.0,0.0,-1
0.0,0.0,0.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,3.0,0.0,0.0,0.0,0.0,2.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.0,6.0,0.0,0.0,0.0,8.0,15.0,2.0,14.0,14.0,0.0,0.0,4.0,15.0,16.0,16.0,16.0,12.0,0.0,0.0,1.0,4.0,8.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,6.0,0.0,0.0,-1
0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,11.0,8.0,0.0,0.0,2.0,13.0,14.0,10.0,16.0,8.0,0.0,0.0,2.0,6.0,12.0,15.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,1.0,0.0,0.0,-1
0.0,0.0,8.0,16.0,15.0,11.0,0.0,0.0,0.0,0.0,5.0,7.0,11.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,7.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,8.0,14.0,16.0,14.0,4.0,0.0,0.0,0.0,0.0,10.0,9.0,4.0,1.0,0.0,0.0,0.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,0.0,10.0,13.0,2.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,2.0,0.0,0.0,1.0,13.0,16.0,16.0,16.0,4.0,0.0,0.0,5.0,12.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,6.0,0.0,-1
0.0,0.0,4.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,15.0,2.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,6.0,12.0,9.0,4.0,0.0,0.0,-1
0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,5.0,2.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,15.0,2.0,0.0,0.0,7.0,16.0,15.0,10.0,16.0,9.0,0.0,0.0,1.0,15.0,13.0,13.0,16.0,5.0,0.0,0.0,0.0,5.0,13.0,13.0,9.0,0.0,0.0,-1
0.0,0.0,8.0,15.0,12.0,2.0,0.0,0.0,0.0,4.0,16.0,13.0,11.0,12.0,1.0,0.0,0.0,9.0,14.0,1.0,13.0,15.0,2.0,0.0,0.0,9.0,15.0,0.0,14.0,15.0,0.0,0.0,0.0,2.0,15.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,16.0,4.0,0.0,0.0,0.0,4.0,8.0,4.0,16.0,5.0,0.0,0.0,0.0,5.0,14.0,16.0,15.0,5.0,0.0,-1
0.0,1.0,12.0,15.0,16.0,9.0,0.0,0.0,0.0,2.0,16.0,16.0,12.0,9.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,8.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,13.0,16.0,12.0,1.0,0.0,0.0,-1
0.0,0.0,15.0,14.0,14.0,15.0,10.0,0.0,0.0,0.0,16.0,8.0,11.0,10.0,6.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,4.0,14.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,11.0,4.0,11.0,9.0,0.0,0.0,0.0,0.0,14.0,16.0,14.0,1.0,0.0,0.0,-1
0.0,2.0,14.0,12.0,16.0,13.0,1.0,0.0,0.0,4.0,16.0,15.0,4.0,10.0,7.0,0.0,0.0,2.0,16.0,5.0,2.0,14.0,2.0,0.0,0.0,0.0,9.0,12.0,14.0,6.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,12.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,14.0,15.0,10.0,0.0,0.0,0.0,1
0.0,0.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,9.0,4.0,0.0,0.0,3.0,15.0,10.0,4.0,16.0,6.0,0.0,2.0,15.0,16.0,16.0,14.0,16.0,5.0,0.0,1.0,8.0,13.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,9.0,0.0,0.0,-1
0.0,0.0,0.0,7.0,15.0,6.0,0.0,0.0,0.0,0.0,10.0,13.0,14.0,13.0,0.0,0.0,0.0,2.0,13.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,2.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,14.0,12.0,8.0,0.0,0.0,0.0,2.0,4.0,7.0,9.0,14.0,0.0,0.0,-1
0.0,1.0,8.0,15.0,16.0,11.0,1.0,0.0,0.0,5.0,16.0,13.0,10.0,13.0,7.0,0.0,0.0,4.0,13.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,13.0,8.0,6.0,15.0,4.0,0.0,0.0,0.0,2.0,15.0,16.0,9.0,0.0,0.0,0.0,0.0,8.0,14.0,15.0,8.0,0.0,0.0,0.0,0.0,14.0,8.0,9.0,14.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,8.0,0.0,0.0,1
0.0,0.0,6.0,9.0,16.0,10.0,1.0,0.0,0.0,2.0,15.0,15.0,9.0,15.0,8.0,0.0,0.0,6.0,16.0,1.0,0.0,12.0,8.0,0.0,0.0,0.0,14.0,13.0,14.0,12.0,2.0,0.0,0.0,0.0,4.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,16.0,3.0,0.0,0.0,0.0,2.0,16.0,8.0,13.0,14.0,0.0,0.0,0.0,0.0,8.0,16.0,12.0,10.0,0.0,0.0,1
0.0,0.0,9.0,16.0,13.0,2.0,0.0,0.0,0.0,3.0,16.0,9.0,12.0,12.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,4.0,11.0,16.0,10.0,7.0,0.0,0.0,0.0,9.0,12.0,8.0,9.0,13.0,0.0,-1
0.0,0.0,5.0,14.0,16.0,14.0,1.0,0.0,0.0,2.0,15.0,4.0,7.0,16.0,1.0,0.0,0.0,0.0,5.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,1.0,4.0,8.0,16.0,4.0,0.0,0.0,0.0,8.0,15.0,13.0,8.0,0.0,0.0,-1
0.0,0.0,7.0,15.0,13.0,3.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,1.0,0.0,0.0,5.0,15.0,7.0,7.0,16.0,5.0,0.0,0.0,8.0,12.0,0.0,0.0,15.0,5.0,0.0,0.0,6.0,16.0,0.0,0.0,13.0,7.0,0.0,0.0,5.0,16.0,1.0,2.0,16.0,4.0,0.0,0.0,3.0,16.0,9.0,14.0,15.0,0.0,0.0,0.0,0.0,9.0,13.0,12.0,3.0,0.0,0.0,-1
0.0,0.0,0.0,7.0,12.0,7.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,12.0,0.0,0.0,0.0,3.0,12.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,12.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,12.0,15.0,5.0,0.0,0.0,-1
0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,15.0,10.0,2.0,0.0,0.0,3.0,16.0,12.0,4.0,14.0,12.0,0.0,0.0,0.0,12.0,10.0,1.0,14.0,9.0,0.0,0.0,0.0,5.0,16.0,16.0,11.0,3.0,0.0,-1
0.0,0.0,9.0,15.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,14.0,11.0,14.0,16.0,2.0,0.0,0.0,0.0,7.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,10.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,16.0,15.0,14.0,1.0,0.0,0.0,0.0,4.0,16.0,14.0,16.0,4.0,0.0,0.0,0.0,0.0,9.0,15.0,13.0,1.0,0.0,0.0,1
0.0,1.0,14.0,16.0,16.0,12.0,1.0,0.0,0.0,0.0,13.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,14.0,16.0,14.0,7.0,0.0,0.0,-1
0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,5.0,14.0,16.0,16.0,8.0,0.0,0.0,0.0,12.0,10.0,0.0,6.0,16.0,0.0,0.0,0.0,2.0,14.0,12.0,5.0,16.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,16.0,5.0,0.0,0.0,0.0,10.0,14.0,4.0,13.0,12.0,0.0,0.0,0.0,1.0,9.0,14.0,16.0,11.0,0.0,1
0.0,0.0,7.0,12.0,14.0,6.0,0.0,0.0,0.0,7.0,16.0,14.0,14.0,6.0,0.0,0.0,0.0,5.0,16.0,10.0,3.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,3.0,7.0,4.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,2.0,15.0,16.0,8.0,0.0,0.0,0.0,0.0,5.0,16.0,9.0,0.0,0.0,0.0,-1
0.0,0.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,13.0,2.0,0.0,0.0,4.0,16.0,16.0,14.0,16.0,8.0,0.0,0.0,7.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,15.0,0.0,0.0,9.0,7.0,0.0,0.0,1.0,15.0,5.0,7.0,15.0,4.0,0.0,0.0,0.0,5.0,13.0,12.0,7.0,0.0,0.0,-1
0.0,0.0,2.0,12.0,14.0,5.0,0.0,0.0,0.0,2.0,15.0,6.0,8.0,14.0,6.0,0.0,0.0,5.0,9.0,0.0,5.0,16.0,4.0,0.0,0.0,5.0,9.0,4.0,15.0,12.0,0.0,0.0,0.0,0.0,14.0,13.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,0.0,0.0,0.0,-1
0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,9.0,0.0,0.0,0.0,0.0,3.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,10.0,14.0,1.0,4.0,15.0,9.0,0.0,0.0,11.0,15.0,15.0,16.0,16.0,4.0,0.0,0.0,1.0,8.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,-1
0.0,6.0,16.0,16.0,13.0,3.0,0.0,0.0,0.0,12.0,16.0,12.0,15.0,16.0,5.0,0.0,0.0,10.0,14.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,7.0,16.0,15.0,1.0,0.0,0.0,0.0,-1
0.0,0.0,11.0,16.0,9.0,0.0,0.0,0.0,0.0,9.0,12.0,6.0,14.0,10.0,0.0,0.0,0.0,11.0,5.0,0.0,13.0,13.0,0.0,0.0,0.0,1.0,11.0,14.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,13.0,6.0,0.0,0.0,0.0,9.0,14.0,16.0,10.0,0.0,0.0,-1
0.0,0.0,12.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,15.0,13.0,13.0,16.0,1.0,0.0,0.0,0.0,3.0,14.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,15.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,6.0,5.0,11.0,16.0,8.0,0.0,0.0,0.0,10.0,16.0,16.0,15.0,3.0,0.0,-1
0.0,0.0,0.0,4.0,13.0,13.0,0.0,0.0,0.0,0.0,3.0,16.0,14.0,3.0,0.0,0.0,0.0,1.0,15.0,11.0,1.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,11.0,9.0,0.0,0.0,7.0,15.0,9.0,9.0,16.0,6.0,0.0,0.0,0.0,4.0,8.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,-1
0.0,2.0,13.0,16.0,15.0,7.0,0.0,0.0,0.0,10.0,16.0,15.0,6.0,14.0,3.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,16.0,3.0,0.0,0.0,0.0,1.0,15.0,16.0,10.0,0.0,0.0,0.0,-1
0.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,13.0,16.0,14.0,14.0,1.0,0.0,0.0,0.0,10.0,13.0,0.0,12.0,5.0,0.0,0.0,0.0,4.0,13.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,8.0,0.0,0.0,-1
0.0,0.0,3.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,2.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,9.0,10.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,15.0,0.0,0.0,0.0,-1
0.0,0.0,8.0,16.0,16.0,12.0,0.0,0.0,0.0,3.0,16.0,9.0,11.0,16.0,3.0,0.0,0.0,4.0,7.0,0.0,8.0,14.0,1.0,0.0,0.0,0.0,5.0,8.0,14.0,12.0,1.0,0.0,0.0,5.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,6.0,5.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,-1
